model,year,transmission,mileage,fuelType,tax,mpg,engineSize,brand,price
'2 Series',2015,Manual,28410,Petrol,30,57.6,1.5,BMW,12000
'2 Series',2015,Manual,43555,Petrol,30,57.6,1.5,BMW,9852
'2 Series',2016,Manual,16793,Petrol,30,57.6,1.5,BMW,12498
'2 Series',2016,Manual,22500,Petrol,30,57.6,1.5,BMW,12500
'2 Series',2016,Manual,51577,Petrol,30,57.6,1.5,BMW,10242
'2 Series',2018,Manual,6889,Petrol,145,57.6,1.5,BMW,15700
'2 Series',2019,Manual,4524,Petrol,145,57.6,1.5,BMW,20999
A3,2017,Semi-Auto,12214,Petrol,145,57.7,1.5,Audi,19995
A3,2017,Semi-Auto,14250,Petrol,145,57.7,1.5,Audi,19250
A3,2017,Semi-Auto,18389,Petrol,145,57.7,1.5,Audi,19698
'1 Series',2019,Manual,2073,Diesel,145,57.7,1.5,BMW,26000
'1 Series',2019,Manual,4064,Diesel,145,57.7,1.5,BMW,24500
'1 Series',2019,Semi-Auto,4694,Diesel,150,57.7,1.5,BMW,23295
'1 Series',2020,Manual,1501,Diesel,145,57.7,1.5,BMW,23995
'1 Series',2020,Semi-Auto,2000,Diesel,145,57.7,1.5,BMW,26991
'2 Series',2018,Manual,14534,Diesel,145,57.7,1.5,BMW,16798
A3,2018,Semi-Auto,19704,Petrol,150,58.9,1.5,Audi,16990
'1 Series',2015,Semi-Auto,19022,Petrol,30,58.9,1.5,BMW,12995
'1 Series',2016,Semi-Auto,17533,Petrol,30,58.9,1.5,BMW,13980
'1 Series',2016,Automatic,23899,Petrol,30,58.9,1.5,BMW,12965
'1 Series',2016,Automatic,25204,Petrol,30,58.9,1.5,BMW,11980
'1 Series',2017,Automatic,5615,Petrol,145,58.9,1.5,BMW,14600
'1 Series',2017,Semi-Auto,20031,Petrol,30,58.9,1.5,BMW,14495
'1 Series',2017,Automatic,24614,Petrol,150,58.9,1.5,BMW,13200
'1 Series',2018,Semi-Auto,7229,Petrol,145,58.9,1.5,BMW,15785
'1 Series',2018,Automatic,33372,Petrol,145,58.9,1.5,BMW,13100
'1 Series',2018,Automatic,35742,Petrol,145,58.9,1.5,BMW,12700
'1 Series',2018,Automatic,38527,Petrol,145,58.9,1.5,BMW,12800
'1 Series',2019,Manual,3641,Diesel,145,58.9,1.5,BMW,22999
'2 Series',2017,Manual,15926,Diesel,150,62.8,1.5,BMW,15998
'2 Series',2017,Manual,22661,Diesel,150,62.8,1.5,BMW,17450
'2 Series',2017,Manual,32218,Diesel,145,65.7,1.5,BMW,12440
'2 Series',2018,Manual,13369,Diesel,145,65.7,1.5,BMW,13799
'2 Series',2016,Manual,57561,Diesel,30,67.3,1.5,BMW,12799
'1 Series',2015,Semi-Auto,32435,Diesel,20,68.9,1.5,BMW,12998
'1 Series',2015,Automatic,33449,Diesel,20,68.9,1.5,BMW,12900
'1 Series',2015,Automatic,38573,Diesel,20,68.9,1.5,BMW,12270
'1 Series',2016,Semi-Auto,10,Diesel,20,68.9,1.5,BMW,21990
'1 Series',2016,Semi-Auto,11239,Diesel,20,68.9,1.5,BMW,15998
'1 Series',2016,Semi-Auto,13369,Diesel,20,68.9,1.5,BMW,16200
'1 Series',2016,Semi-Auto,13708,Diesel,20,68.9,1.5,BMW,13908
'1 Series',2016,Automatic,14072,Diesel,20,68.9,1.5,BMW,15390
'1 Series',2016,Semi-Auto,17236,Diesel,20,68.9,1.5,BMW,14991
'1 Series',2016,Semi-Auto,21037,Diesel,20,68.9,1.5,BMW,14398
'1 Series',2016,Semi-Auto,21947,Diesel,20,68.9,1.5,BMW,16195
'1 Series',2016,Automatic,22190,Diesel,20,68.9,1.5,BMW,14699
'1 Series',2016,Automatic,25562,Diesel,20,68.9,1.5,BMW,14975
'1 Series',2016,Semi-Auto,26804,Diesel,20,68.9,1.5,BMW,14802
'1 Series',2016,Semi-Auto,28000,Diesel,20,68.9,1.5,BMW,14980
'1 Series',2016,Automatic,34144,Diesel,20,68.9,1.5,BMW,13500
'1 Series',2016,Automatic,36670,Diesel,20,68.9,1.5,BMW,13457
'1 Series',2016,Semi-Auto,37529,Diesel,20,68.9,1.5,BMW,14480
'1 Series',2016,Semi-Auto,42001,Diesel,20,68.9,1.5,BMW,13498
'1 Series',2016,Semi-Auto,54205,Diesel,20,68.9,1.5,BMW,13950
'1 Series',2016,Automatic,79212,Diesel,20,68.9,1.5,BMW,12349
'1 Series',2016,Manual,24528,Diesel,20,68.9,1.5,BMW,12400
'1 Series',2017,Automatic,13552,Diesel,145,68.9,1.5,BMW,16995
'1 Series',2017,Semi-Auto,19000,Diesel,20,68.9,1.5,BMW,15995
'1 Series',2017,Automatic,22812,Diesel,20,68.9,1.5,BMW,15500
'1 Series',2017,Semi-Auto,40344,Diesel,145,68.9,1.5,BMW,14030
'1 Series',2017,Automatic,57414,Diesel,145,68.9,1.5,BMW,15400
'1 Series',2017,Manual,18067,Petrol,20,68.9,1.5,BMW,12800
'1 Series',2017,Manual,16681,Diesel,150,68.9,1.5,BMW,13500
'1 Series',2017,Manual,30521,Diesel,145,68.9,1.5,BMW,12800
'1 Series',2018,Semi-Auto,24275,Diesel,145,68.9,1.5,BMW,16000
'1 Series',2019,Semi-Auto,2406,Diesel,145,68.9,1.5,BMW,18875
'1 Series',2019,Semi-Auto,4512,Diesel,145,68.9,1.5,BMW,18440
'1 Series',2019,Semi-Auto,5268,Diesel,145,68.9,1.5,BMW,18995
'1 Series',2019,Semi-Auto,5354,Diesel,145,68.9,1.5,BMW,18995
'1 Series',2019,Semi-Auto,7188,Diesel,145,68.9,1.5,BMW,22500
'1 Series',2019,Semi-Auto,7233,Diesel,150,68.9,1.5,BMW,19812
'1 Series',2019,Semi-Auto,7632,Diesel,145,68.9,1.5,BMW,18940
'1 Series',2019,Semi-Auto,7990,Diesel,145,68.9,1.5,BMW,18950
'1 Series',2019,Automatic,10164,Diesel,145,68.9,1.5,BMW,18480
'1 Series',2019,Semi-Auto,11754,Diesel,145,68.9,1.5,BMW,19995
'1 Series',2019,Automatic,17500,Diesel,150,68.9,1.5,BMW,17290
'1 Series',2019,Semi-Auto,17546,Diesel,150,68.9,1.5,BMW,19995
'2 Series',2015,Manual,36359,Diesel,20,68.9,1.5,BMW,13450
'2 Series',2016,Manual,6593,Diesel,20,68.9,1.5,BMW,15400
'2 Series',2016,Manual,16260,Diesel,20,68.9,1.5,BMW,13998
'2 Series',2016,Manual,19657,Diesel,20,68.9,1.5,BMW,15062
'2 Series',2016,Automatic,27381,Diesel,20,68.9,1.5,BMW,15167
'2 Series',2016,Automatic,34391,Diesel,20,68.9,1.5,BMW,15495
'2 Series',2016,Manual,38811,Diesel,20,68.9,1.5,BMW,13900
'2 Series',2016,Semi-Auto,42569,Diesel,20,68.9,1.5,BMW,13995
'2 Series',2016,Manual,53207,Diesel,20,68.9,1.5,BMW,13522
'2 Series',2016,Automatic,68945,Diesel,20,68.9,1.5,BMW,11999
'2 Series',2016,Manual,97147,Diesel,20,68.9,1.5,BMW,8750
'2 Series',2017,Manual,23541,Diesel,20,68.9,1.5,BMW,13998
'2 Series',2017,Manual,31453,Diesel,20,68.9,1.5,BMW,14295
'2 Series',2017,Semi-Auto,38576,Diesel,145,68.9,1.5,BMW,14998
'1 Series',2015,Manual,30000,Diesel,20,70.6,1.5,BMW,10490
'1 Series',2015,Manual,40829,Diesel,20,70.6,1.5,BMW,11000
'1 Series',2015,Manual,55820,Diesel,20,70.6,1.5,BMW,10795
'1 Series',2015,Manual,56278,Diesel,20,70.6,1.5,BMW,10899
'1 Series',2015,Manual,60000,Diesel,20,70.6,1.5,BMW,10499
'1 Series',2016,Manual,9461,Diesel,20,70.6,1.5,BMW,14652
'1 Series',2016,Manual,9461,Diesel,20,70.6,1.5,BMW,14652
'1 Series',2016,Manual,12670,Diesel,20,70.6,1.5,BMW,14017
'1 Series',2016,Manual,14574,Diesel,20,70.6,1.5,BMW,14000
'1 Series',2016,Manual,18343,Diesel,20,70.6,1.5,BMW,12800
'1 Series',2016,Manual,19188,Diesel,20,70.6,1.5,BMW,13998
'1 Series',2016,Manual,20467,Diesel,20,70.6,1.5,BMW,12999
'1 Series',2016,Manual,20867,Diesel,20,70.6,1.5,BMW,13949
'1 Series',2016,Manual,22265,Diesel,20,70.6,1.5,BMW,14298
'1 Series',2016,Manual,24382,Diesel,20,70.6,1.5,BMW,14498
'1 Series',2016,Manual,25000,Diesel,20,70.6,1.5,BMW,11499
'1 Series',2016,Manual,26016,Diesel,20,70.6,1.5,BMW,13639
'1 Series',2016,Manual,29752,Diesel,20,70.6,1.5,BMW,12599
'1 Series',2016,Manual,29993,Diesel,20,70.6,1.5,BMW,13780
'1 Series',2016,Manual,34281,Diesel,20,70.6,1.5,BMW,14015
'1 Series',2016,Manual,37549,Diesel,20,70.6,1.5,BMW,11799
'1 Series',2016,Manual,38276,Diesel,20,70.6,1.5,BMW,12498
'1 Series',2016,Manual,39000,Diesel,20,70.6,1.5,BMW,11990
'1 Series',2016,Manual,40911,Diesel,20,70.6,1.5,BMW,11899
'1 Series',2016,Manual,42964,Diesel,20,70.6,1.5,BMW,11891
'1 Series',2016,Manual,46035,Diesel,20,70.6,1.5,BMW,10899
'1 Series',2016,Manual,46170,Diesel,20,70.6,1.5,BMW,12369
'1 Series',2016,Manual,49315,Diesel,20,70.6,1.5,BMW,12400
'1 Series',2016,Manual,51000,Diesel,20,70.6,1.5,BMW,10490
'1 Series',2016,Manual,55987,Diesel,20,70.6,1.5,BMW,11759
'1 Series',2016,Manual,56800,Diesel,20,70.6,1.5,BMW,10795
'1 Series',2016,Manual,71603,Diesel,20,70.6,1.5,BMW,9990
'1 Series',2017,Manual,13261,Diesel,150,70.6,1.5,BMW,15950
'1 Series',2017,Manual,16398,Diesel,20,70.6,1.5,BMW,13999
'1 Series',2017,Manual,17357,Diesel,20,70.6,1.5,BMW,14420
'1 Series',2017,Manual,19300,Diesel,20,70.6,1.5,BMW,13899
'1 Series',2017,Manual,20790,Diesel,145,70.6,1.5,BMW,14498
'1 Series',2017,Manual,22137,Diesel,145,70.6,1.5,BMW,14490
'1 Series',2017,Manual,24985,Diesel,145,70.6,1.5,BMW,16980
'1 Series',2017,Manual,28850,Diesel,145,70.6,1.5,BMW,13100
'1 Series',2017,Manual,30641,Diesel,20,70.6,1.5,BMW,13659
'1 Series',2017,Manual,32082,Diesel,145,70.6,1.5,BMW,14999
'1 Series',2017,Manual,32363,Diesel,20,70.6,1.5,BMW,12600
'1 Series',2017,Manual,36274,Diesel,145,70.6,1.5,BMW,12942
'1 Series',2017,Manual,37337,Diesel,20,70.6,1.5,BMW,11800
'1 Series',2017,Manual,40014,Diesel,20,70.6,1.5,BMW,13888
'1 Series',2017,Manual,60281,Diesel,20,70.6,1.5,BMW,10800
'1 Series',2019,Manual,10,Diesel,145,70.6,1.5,BMW,23450
'1 Series',2019,Manual,101,Diesel,145,70.6,1.5,BMW,21950
'1 Series',2019,Manual,1581,Diesel,145,70.6,1.5,BMW,19689
'1 Series',2019,Manual,3382,Diesel,145,70.6,1.5,BMW,18675
'1 Series',2019,Manual,3423,Diesel,145,70.6,1.5,BMW,18990
'1 Series',2019,Manual,5379,Diesel,145,70.6,1.5,BMW,18900
'1 Series',2019,Manual,5501,Diesel,150,70.6,1.5,BMW,18480
'1 Series',2019,Manual,5869,Diesel,145,70.6,1.5,BMW,17980
'1 Series',2019,Manual,6615,Diesel,145,70.6,1.5,BMW,18990
'1 Series',2019,Manual,6675,Diesel,145,70.6,1.5,BMW,18950
'1 Series',2019,Manual,7103,Diesel,145,70.6,1.5,BMW,17980
'1 Series',2019,Manual,7752,Diesel,145,70.6,1.5,BMW,18495
'1 Series',2019,Manual,7931,Diesel,145,70.6,1.5,BMW,19489
'1 Series',2019,Manual,8159,Diesel,145,70.6,1.5,BMW,17980
'1 Series',2019,Manual,8543,Diesel,145,70.6,1.5,BMW,22750
'1 Series',2019,Manual,10302,Diesel,145,70.6,1.5,BMW,18480
'1 Series',2019,Manual,11211,Diesel,150,70.6,1.5,BMW,17498
'1 Series',2019,Manual,12250,Diesel,150,70.6,1.5,BMW,18998
'1 Series',2019,Manual,20442,Diesel,150,70.6,1.5,BMW,18989
'1 Series',2015,Manual,14714,Diesel,20,72.4,1.5,BMW,11599
'1 Series',2015,Manual,15113,Diesel,20,72.4,1.5,BMW,12100
'1 Series',2015,Manual,23905,Diesel,20,72.4,1.5,BMW,10999
'1 Series',2015,Automatic,27054,Diesel,20,72.4,1.5,BMW,11295
'1 Series',2015,Manual,30241,Diesel,20,72.4,1.5,BMW,11995
'1 Series',2015,Automatic,32694,Diesel,20,72.4,1.5,BMW,12300
'1 Series',2015,Manual,33000,Diesel,20,72.4,1.5,BMW,10950
'1 Series',2015,Manual,37574,Diesel,20,72.4,1.5,BMW,11000
'1 Series',2015,Manual,39000,Diesel,20,72.4,1.5,BMW,8990
'1 Series',2015,Semi-Auto,39157,Diesel,20,72.4,1.5,BMW,10890
'1 Series',2015,Manual,40000,Diesel,20,72.4,1.5,BMW,8990
'1 Series',2015,Manual,41372,Diesel,20,72.4,1.5,BMW,11209
'1 Series',2015,Manual,43424,Diesel,20,72.4,1.5,BMW,11180
'1 Series',2015,Manual,43834,Diesel,20,72.4,1.5,BMW,9985
'1 Series',2015,Automatic,44033,Diesel,20,72.4,1.5,BMW,10300
'1 Series',2015,Semi-Auto,45000,Diesel,20,72.4,1.5,BMW,10991
'1 Series',2015,Manual,48534,Diesel,20,72.4,1.5,BMW,9750
'1 Series',2015,Manual,48746,Diesel,20,72.4,1.5,BMW,9000
'1 Series',2015,Manual,59828,Diesel,20,72.4,1.5,BMW,8999
'1 Series',2016,Manual,10,Diesel,20,72.4,1.5,BMW,18990
'1 Series',2016,Manual,10,Diesel,20,72.4,1.5,BMW,19490
'1 Series',2016,Manual,14668,Diesel,20,72.4,1.5,BMW,11499
'1 Series',2016,Manual,17000,Diesel,20,72.4,1.5,BMW,10490
'1 Series',2016,Manual,21390,Diesel,20,72.4,1.5,BMW,11700
'1 Series',2016,Manual,22054,Diesel,20,72.4,1.5,BMW,11985
'1 Series',2016,Manual,22103,Diesel,20,72.4,1.5,BMW,12498
'1 Series',2016,Manual,22700,Diesel,20,72.4,1.5,BMW,12990
'1 Series',2016,Manual,22920,Diesel,20,72.4,1.5,BMW,11400
'1 Series',2016,Manual,22991,Diesel,20,72.4,1.5,BMW,12609
'1 Series',2016,Automatic,24297,Diesel,20,72.4,1.5,BMW,13000
'1 Series',2016,Manual,24516,Diesel,20,72.4,1.5,BMW,12121
'1 Series',2016,Manual,25000,Diesel,20,72.4,1.5,BMW,10490
'1 Series',2016,Manual,30341,Diesel,20,72.4,1.5,BMW,10950
'1 Series',2016,Manual,30902,Diesel,20,72.4,1.5,BMW,10400
'1 Series',2016,Manual,31319,Diesel,20,72.4,1.5,BMW,10989
'1 Series',2016,Manual,32000,Diesel,20,72.4,1.5,BMW,11725
'1 Series',2016,Manual,32068,Diesel,20,72.4,1.5,BMW,11010
'1 Series',2016,Manual,35590,Diesel,20,72.4,1.5,BMW,10600
'1 Series',2016,Manual,37500,Diesel,20,72.4,1.5,BMW,10985
'1 Series',2016,Manual,38936,Diesel,20,72.4,1.5,BMW,10340
'1 Series',2016,Manual,39726,Diesel,20,72.4,1.5,BMW,12556
'1 Series',2016,Manual,41399,Diesel,20,72.4,1.5,BMW,10494
'1 Series',2016,Manual,43000,Diesel,20,72.4,1.5,BMW,8990
'1 Series',2016,Manual,44000,Diesel,20,72.4,1.5,BMW,11350
'1 Series',2016,Manual,44028,Diesel,20,72.4,1.5,BMW,10100
'1 Series',2016,Manual,45000,Diesel,20,72.4,1.5,BMW,8990
'1 Series',2016,Manual,57178,Diesel,20,72.4,1.5,BMW,9800
'1 Series',2016,Manual,58719,Diesel,20,72.4,1.5,BMW,9400
'1 Series',2016,Manual,61800,Diesel,20,72.4,1.5,BMW,9895
'1 Series',2016,Manual,81750,Diesel,20,72.4,1.5,BMW,8788
'1 Series',2016,Manual,83830,Diesel,20,72.4,1.5,BMW,8495
'1 Series',2016,Manual,84000,Diesel,20,72.4,1.5,BMW,7490
'1 Series',2017,Automatic,9078,Diesel,145,72.4,1.5,BMW,14275
'1 Series',2017,Manual,9463,Diesel,145,72.4,1.5,BMW,14950
'1 Series',2017,Manual,11185,Diesel,145,72.4,1.5,BMW,12400
'1 Series',2017,Manual,12000,Diesel,145,72.4,1.5,BMW,11990
'1 Series',2017,Manual,14138,Diesel,20,72.4,1.5,BMW,12498
'1 Series',2017,Automatic,14597,Diesel,145,72.4,1.5,BMW,13499
'1 Series',2017,Automatic,14709,Diesel,145,72.4,1.5,BMW,15280
'1 Series',2017,Automatic,15361,Diesel,145,72.4,1.5,BMW,14599
'1 Series',2017,Manual,16000,Diesel,145,72.4,1.5,BMW,11490
'1 Series',2017,Manual,16423,Diesel,150,72.4,1.5,BMW,13500
'1 Series',2017,Semi-Auto,19383,Diesel,150,72.4,1.5,BMW,15450
'1 Series',2017,Manual,19454,Diesel,145,72.4,1.5,BMW,12400
'1 Series',2017,Manual,19484,Diesel,145,72.4,1.5,BMW,13980
'1 Series',2017,Manual,21166,Diesel,150,72.4,1.5,BMW,12000
'1 Series',2017,Automatic,21500,Diesel,145,72.4,1.5,BMW,14445
'1 Series',2017,Manual,23274,Diesel,20,72.4,1.5,BMW,11800
'1 Series',2017,Manual,23552,Diesel,145,72.4,1.5,BMW,14780
'1 Series',2017,Manual,25656,Diesel,150,72.4,1.5,BMW,12995
'1 Series',2017,Automatic,25933,Diesel,20,72.4,1.5,BMW,13300
'1 Series',2017,Automatic,26676,Diesel,145,72.4,1.5,BMW,12750
'1 Series',2017,Automatic,27656,Diesel,145,72.4,1.5,BMW,12499
'1 Series',2017,Manual,28507,Diesel,145,72.4,1.5,BMW,11100
'1 Series',2017,Manual,30865,Diesel,145,72.4,1.5,BMW,11100
'1 Series',2017,Manual,31268,Diesel,150,72.4,1.5,BMW,12290
'1 Series',2017,Manual,32140,Diesel,145,72.4,1.5,BMW,11999
'1 Series',2017,Manual,33094,Diesel,20,72.4,1.5,BMW,13998
'1 Series',2017,Manual,36811,Diesel,20,72.4,1.5,BMW,10900
'1 Series',2017,Manual,37919,Diesel,20,72.4,1.5,BMW,12498
'1 Series',2017,Manual,40000,Diesel,20,72.4,1.5,BMW,11400
'1 Series',2017,Semi-Auto,42852,Diesel,20,72.4,1.5,BMW,12390
'1 Series',2017,Manual,43757,Diesel,150,72.4,1.5,BMW,12450
'1 Series',2017,Manual,50927,Diesel,145,72.4,1.5,BMW,10600
'1 Series',2017,Manual,53000,Diesel,20,72.4,1.5,BMW,11950
'1 Series',2017,Semi-Auto,59066,Diesel,20,72.4,1.5,BMW,13489
'1 Series',2017,Manual,72120,Diesel,20,72.4,1.5,BMW,9500
'1 Series',2017,Manual,82000,Diesel,150,72.4,1.5,BMW,9970
'1 Series',2018,Manual,23635,Diesel,145,72.4,1.5,BMW,12399
'1 Series',2018,Manual,45228,Diesel,145,72.4,1.5,BMW,12291
'1 Series',2018,Semi-Auto,45648,Diesel,150,72.4,1.5,BMW,12200
'1 Series',2019,Manual,15,Diesel,145,72.4,1.5,BMW,19980
'1 Series',2019,Manual,821,Diesel,145,72.4,1.5,BMW,21980
'1 Series',2019,Manual,999,Diesel,145,72.4,1.5,BMW,19888
'1 Series',2019,Manual,1501,Diesel,145,72.4,1.5,BMW,16440
'1 Series',2019,Manual,2181,Diesel,145,72.4,1.5,BMW,22950
'1 Series',2019,Manual,3510,Diesel,145,72.4,1.5,BMW,16475
'1 Series',2019,Semi-Auto,5000,Diesel,145,72.4,1.5,BMW,16500
'1 Series',2019,Semi-Auto,5100,Diesel,145,72.4,1.5,BMW,16695
'1 Series',2019,Manual,5450,Diesel,145,72.4,1.5,BMW,16500
'1 Series',2019,Automatic,5500,Diesel,145,72.4,1.5,BMW,17444
'1 Series',2019,Manual,5500,Diesel,145,72.4,1.5,BMW,16500
'1 Series',2019,Semi-Auto,5900,Diesel,150,72.4,1.5,BMW,17990
'1 Series',2019,Manual,7169,Diesel,145,72.4,1.5,BMW,16450
'1 Series',2019,Manual,7287,Diesel,150,72.4,1.5,BMW,17780
'1 Series',2019,Manual,8359,Diesel,145,72.4,1.5,BMW,15980
'1 Series',2019,Automatic,8503,Diesel,145,72.4,1.5,BMW,16888
'1 Series',2019,Manual,9010,Diesel,150,72.4,1.5,BMW,16490
'1 Series',2019,Manual,10069,Diesel,145,72.4,1.5,BMW,15990
'1 Series',2019,Automatic,10565,Diesel,145,72.4,1.5,BMW,17498
'1 Series',2019,Semi-Auto,11137,Diesel,145,72.4,1.5,BMW,16950
'1 Series',2019,Automatic,11747,Diesel,145,72.4,1.5,BMW,16888
'1 Series',2019,Semi-Auto,11794,Diesel,145,72.4,1.5,BMW,16950
'1 Series',2019,Semi-Auto,12375,Diesel,145,72.4,1.5,BMW,17495
'1 Series',2019,Manual,13461,Diesel,145,72.4,1.5,BMW,16440
'1 Series',2019,Manual,14847,Diesel,150,72.4,1.5,BMW,14698
'1 Series',2019,Manual,15598,Diesel,150,72.4,1.5,BMW,14498
'2 Series',2016,Semi-Auto,3866,Diesel,20,72.4,1.5,BMW,14220
'2 Series',2016,Automatic,30626,Diesel,20,72.4,1.5,BMW,12500
'2 Series',2016,Automatic,34090,Diesel,20,72.4,1.5,BMW,11300
'2 Series',2016,Automatic,36500,Diesel,20,72.4,1.5,BMW,10700
'2 Series',2016,Automatic,49981,Diesel,20,72.4,1.5,BMW,11299
'2 Series',2016,Automatic,67170,Diesel,20,72.4,1.5,BMW,9799
'2 Series',2016,Automatic,87743,Diesel,20,72.4,1.5,BMW,8999
'2 Series',2017,Semi-Auto,34971,Diesel,150,72.4,1.5,BMW,13000
'2 Series',2015,Manual,22812,Diesel,20,74.3,1.5,BMW,12198
'2 Series',2015,Manual,23195,Diesel,20,74.3,1.5,BMW,12449
'2 Series',2015,Manual,27221,Diesel,0,74.3,1.5,BMW,10498
'2 Series',2015,Manual,40789,Diesel,0,74.3,1.5,BMW,9100
'2 Series',2015,Manual,41347,Diesel,20,74.3,1.5,BMW,10691
'2 Series',2015,Manual,41388,Diesel,20,74.3,1.5,BMW,11495
'2 Series',2015,Manual,46904,Diesel,20,74.3,1.5,BMW,10860
'2 Series',2015,Manual,54050,Diesel,20,74.3,1.5,BMW,10999
'2 Series',2015,Manual,63980,Diesel,20,74.3,1.5,BMW,10395
'2 Series',2016,Manual,16735,Diesel,20,74.3,1.5,BMW,14498
'2 Series',2016,Manual,18807,Diesel,20,74.3,1.5,BMW,13998
'2 Series',2016,Manual,20565,Diesel,0,74.3,1.5,BMW,12998
'2 Series',2016,Manual,21819,Diesel,20,74.3,1.5,BMW,12600
'2 Series',2016,Manual,24313,Diesel,0,74.3,1.5,BMW,10600
'2 Series',2016,Manual,29719,Diesel,0,74.3,1.5,BMW,11699
'2 Series',2016,Manual,32015,Diesel,20,74.3,1.5,BMW,10170
'2 Series',2016,Manual,33764,Diesel,20,74.3,1.5,BMW,12200
'2 Series',2016,Manual,34489,Diesel,0,74.3,1.5,BMW,10949
'2 Series',2016,Manual,36633,Diesel,20,74.3,1.5,BMW,12950
'2 Series',2016,Manual,37567,Diesel,0,74.3,1.5,BMW,10400
'2 Series',2016,Manual,68848,Diesel,0,74.3,1.5,BMW,9499
'2 Series',2016,Manual,80051,Diesel,0,74.3,1.5,BMW,8999
'2 Series',2016,Manual,83850,Diesel,0,74.3,1.5,BMW,8498
'2 Series',2016,Manual,94790,Diesel,0,74.3,1.5,BMW,8500
'2 Series',2017,Manual,13357,Diesel,20,74.3,1.5,BMW,16172
'2 Series',2017,Manual,14143,Diesel,150,74.3,1.5,BMW,15261
'2 Series',2017,Manual,15001,Diesel,145,74.3,1.5,BMW,13591
'2 Series',2017,Manual,16134,Diesel,20,74.3,1.5,BMW,15498
'2 Series',2017,Manual,31601,Diesel,150,74.3,1.5,BMW,11800
'2 Series',2017,Manual,36045,Diesel,0,74.3,1.5,BMW,13991
'2 Series',2017,Manual,47301,Diesel,20,74.3,1.5,BMW,12900
'2 Series',2017,Manual,48839,Diesel,145,74.3,1.5,BMW,12500
'2 Series',2017,Manual,51594,Diesel,0,74.3,1.5,BMW,9800
'1 Series',2015,Manual,10889,Diesel,0,78.5,1.5,BMW,11750
'1 Series',2015,Semi-Auto,14501,Diesel,0,78.5,1.5,BMW,12498
'1 Series',2015,Semi-Auto,15200,Diesel,0,78.5,1.5,BMW,13442
'1 Series',2015,Manual,26845,Diesel,0,78.5,1.5,BMW,9730
'1 Series',2015,Manual,27000,Diesel,0,78.5,1.5,BMW,10495
'1 Series',2015,Manual,30416,Diesel,0,78.5,1.5,BMW,9890
'1 Series',2015,Manual,36713,Diesel,0,78.5,1.5,BMW,9699
'1 Series',2015,Manual,62346,Diesel,0,78.5,1.5,BMW,9270
'1 Series',2016,Manual,10,Diesel,0,78.5,1.5,BMW,19490
'1 Series',2016,Manual,14354,Diesel,0,78.5,1.5,BMW,12895
'1 Series',2016,Manual,17084,Diesel,0,78.5,1.5,BMW,11788
'1 Series',2016,Manual,18644,Diesel,0,78.5,1.5,BMW,11799
'1 Series',2016,Manual,19568,Diesel,0,78.5,1.5,BMW,11799
'1 Series',2016,Manual,20698,Diesel,0,78.5,1.5,BMW,11988
'1 Series',2016,Manual,21964,Diesel,0,78.5,1.5,BMW,10999
'1 Series',2016,Manual,23407,Diesel,0,78.5,1.5,BMW,10899
'1 Series',2016,Manual,24441,Diesel,0,78.5,1.5,BMW,11299
'1 Series',2016,Manual,24820,Diesel,0,78.5,1.5,BMW,11399
'1 Series',2016,Manual,26141,Diesel,0,78.5,1.5,BMW,11819
'1 Series',2016,Manual,26231,Diesel,0,78.5,1.5,BMW,11399
'1 Series',2016,Manual,31615,Diesel,0,78.5,1.5,BMW,11001
'1 Series',2016,Manual,31847,Diesel,0,78.5,1.5,BMW,10999
'1 Series',2016,Semi-Auto,31879,Diesel,0,78.5,1.5,BMW,12998
'1 Series',2016,Manual,32690,Diesel,0,78.5,1.5,BMW,10849
'1 Series',2016,Manual,33149,Diesel,0,78.5,1.5,BMW,11125
'1 Series',2016,Manual,33243,Diesel,0,78.5,1.5,BMW,10939
'1 Series',2016,Manual,35417,Diesel,0,78.5,1.5,BMW,10699
'1 Series',2016,Automatic,38204,Diesel,0,78.5,1.5,BMW,11999
'1 Series',2016,Manual,39512,Diesel,0,78.5,1.5,BMW,10514
'1 Series',2016,Manual,40313,Diesel,0,78.5,1.5,BMW,10550
'1 Series',2016,Manual,40428,Diesel,0,78.5,1.5,BMW,10499
'1 Series',2016,Manual,41475,Diesel,0,78.5,1.5,BMW,9900
'1 Series',2016,Semi-Auto,46327,Diesel,0,78.5,1.5,BMW,11499
'1 Series',2016,Manual,47905,Diesel,0,78.5,1.5,BMW,9977
'1 Series',2016,Manual,49782,Diesel,0,78.5,1.5,BMW,9995
'1 Series',2016,Semi-Auto,52562,Diesel,0,78.5,1.5,BMW,10450
'1 Series',2016,Manual,53177,Diesel,0,78.5,1.5,BMW,9100
'1 Series',2016,Manual,56044,Diesel,0,78.5,1.5,BMW,9749
'1 Series',2016,Manual,57277,Diesel,0,78.5,1.5,BMW,9749
'1 Series',2016,Manual,69647,Diesel,0,78.5,1.5,BMW,8999
'1 Series',2016,Manual,71381,Diesel,0,78.5,1.5,BMW,9349
'1 Series',2016,Automatic,81751,Diesel,0,78.5,1.5,BMW,9100
'1 Series',2017,Semi-Auto,12102,Diesel,0,78.5,1.5,BMW,13698
'1 Series',2017,Manual,22449,Diesel,145,78.5,1.5,BMW,12399
'1 Series',2017,Manual,23268,Diesel,0,78.5,1.5,BMW,11861
